epoch,split,class_idx,class_name,precision,recall,f1,threshold,tp,fp,fn,tn,support
15,train,2,snare,0.3097345232963562,1.0,0.47297295928001404,0.10000000149011612,35.0,78.0,0.0,7.0,35.0
15,train,3,hihat_pedal,0.1764705926179886,1.0,0.29999998211860657,0.10000000149011612,21.0,98.0,0.0,1.0,21.0
15,train,4,hihat_closed,0.5384615659713745,0.3684210479259491,0.4375,0.5,7.0,6.0,12.0,95.0,19.0
15,train,5,hihat_open,0.07500000298023224,1.0,0.1395348757505417,0.15000000596046448,6.0,74.0,0.0,40.0,6.0
15,train,6,tom,0.1358024626970291,0.9166666865348816,0.23655913770198822,0.17499999701976776,11.0,70.0,1.0,38.0,12.0
15,train,7,floor_tom,0.1066666692495346,1.0,0.1927710920572281,0.17499999701976776,8.0,67.0,0.0,45.0,8.0
15,train,8,vibraslap,0.3571428656578064,1.0,0.5263157486915588,0.32499998807907104,5.0,9.0,0.0,106.0,5.0
15,train,9,crash,0.2857142984867096,0.800000011920929,0.42105263471603394,0.32499998807907104,4.0,10.0,1.0,105.0,5.0
15,train,10,ride_bow,0.692307710647583,0.529411792755127,0.6000000238418579,0.550000011920929,9.0,4.0,8.0,99.0,17.0
15,train,11,ride_bell,0.3571428656578064,0.7142857313156128,0.4761904776096344,0.5249999761581421,5.0,9.0,2.0,104.0,7.0
15,train,12,chinese_cymbal,0.1666666716337204,0.6000000238418579,0.260869562625885,0.3499999940395355,3.0,15.0,2.0,100.0,5.0
15,train,13,splash_cymbal,0.07042253762483597,1.0,0.1315789520740509,0.10000000149011612,5.0,66.0,0.0,49.0,5.0
16,train,0,kick,0.3949579894542694,1.0,0.5662650465965271,0.10000000149011612,47.0,72.0,0.0,1.0,47.0
16,train,1,xstick,0.11764705926179886,1.0,0.21052631735801697,0.125,6.0,45.0,0.0,69.0,6.0
16,train,2,snare,0.3097345232963562,1.0,0.47297295928001404,0.10000000149011612,35.0,78.0,0.0,7.0,35.0
16,train,3,hihat_pedal,0.1764705926179886,1.0,0.29999998211860657,0.10000000149011612,21.0,98.0,0.0,1.0,21.0
16,train,4,hihat_closed,0.5,0.42105263471603394,0.4571428596973419,0.5,8.0,8.0,11.0,93.0,19.0
